CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
623,0,Mrs.,Allison,,Rivera,,,adventure-works\samuel0,allison.rivera898@gmail.com,001-315-506-665,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,tTMjwxQJ=,34245960-BF3C-499D-A7C6-1D38AE39FDBC,2025-11-30 00:00:00.000
5380,0,Mr.,John,M.,Patrick,,,adventure-works\lawrence0,john.patrick630@gmail.com,001-664-807-936,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,EzkkgRhF=,AC76441D-55CE-4DAF-99AA-0B5CDDDDF90D,2025-11-30 00:00:00.000
8913,0,Mr.,William,,Knight,,Welch-Mills,adventure-works\angela9,william.knight541@gmail.com,764-377-2103,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,ErGfGAIS=,025F6776-E2AA-433D-814F-E38F46BB8B06,2025-11-30 00:00:00.000
6149,0,,Kathryn,J.,Ward,,"Hughes, Lawson and Torres",adventure-works\nicholas5,kathryn.ward149@gmail.com,480.816.3517x63,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,lenmCWfY=,E0FA18DD-187C-44E5-8264-822F9A0F3044,2025-11-30 00:00:00.000
7692,0,,Luke,,Charles,,,adventure-works\paige1,luke.charles996@gmail.com,(584)547-5969x6,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,LgahMohf=,A84FCEDF-1D15-40DB-A27F-4FC04277451F,2025-11-30 00:00:00.000
7852,0,Mr.,James,C.,Nelson,,,adventure-works\justin8,james.nelson243@gmail.com,806.270.2028,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MglxLgLw=,F4D14843-8AE9-497D-B0B6-4EAFEC450865,2025-11-30 00:00:00.000
2239,0,Mr.,Ricky,K.,Melendez,,,adventure-works\michael9,ricky.melendez833@gmail.com,+1-734-936-2900,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,XIMNiShG=,A85C7065-07B7-4C6D-9DA7-614B3BF367D3,2025-11-30 00:00:00.000
309,0,Mr.,Jeremy,,Morgan,,,adventure-works\tanya6,jeremy.morgan768@gmail.com,(381)415-9196x0,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MXsdovnG=,82E64A11-E119-4441-A553-4032D31E593D,2025-11-30 00:00:00.000
4454,0,Ms.,Karen,C.,Jackson,,Wise and Sons,adventure-works\sherri9,karen.jackson842@gmail.com,001-607-676-522,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JTGykiED=,BE7B1AF5-0AD1-4EF2-8F00-462468965750,2025-11-30 00:00:00.000
3639,0,Mrs.,Crystal,,Hunt,,,adventure-works\lisa1,crystal.hunt579@gmail.com,(874)233-8188x9,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,nKqInWJh=,AD8B07CC-539A-4FFA-BD18-36F93A49C975,2025-11-30 00:00:00.000
3017,0,Ms.,Holly,,Murray,,,adventure-works\jared4,holly.murray791@gmail.com,+1-702-363-7085,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,EQPWEJpY=,8A1A4B16-F98A-46D4-A37D-6C86404DA9CF,2025-11-30 00:00:00.000
7778,0,Mrs.,Kathryn,,Stone,,,adventure-works\anna4,kathryn.stone233@gmail.com,(814)260-1246,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,mFEcYHkB=,0C3844BB-D310-46B2-B148-A57F0ECF1172,2025-11-30 00:00:00.000
71,0,,Randy,J.,Nelson,,,adventure-works\eric2,randy.nelson970@gmail.com,(713)836-2910x8,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,KZqnBaLR=,3B19A23F-8F4F-48BB-A8BB-D47441D7A48D,2025-11-30 00:00:00.000
947,0,Ms.,Brianna,,Daniels,,,adventure-works\andrea7,brianna.daniels310@gmail.com,(555)630-2597x2,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JilqNUke=,5E1D4756-D845-477C-A0A3-8491B50AE34D,2025-11-30 00:00:00.000
7311,0,Mr.,Jan,,Litwińczuk,,,adventure-works\kevin8,jan.litwińczuk713@gmail.com,001-894-762-051,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,RssbHKUu=,F2F3473D-176B-4067-93B8-0E8289026203,2025-11-30 00:00:00.000
5934,0,,Stuart,T.,Patel,,Hudson Inc,adventure-works\john0,stuart.patel308@gmail.com,+1-455-509-1475,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,OBNrGxZj=,2E6B2DBA-7765-44D1-A2E9-C6A548425350,2025-11-30 00:00:00.000
3235,0,Ms.,Nicole,,Holland,,,adventure-works\katherine9,nicole.holland633@gmail.com,478-536-0609,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,vnYlFeUb=,5ED4A9AE-9FB0-4789-B42E-F4BD63FDD014,2025-11-30 00:00:00.000
4452,0,Ms.,Christine,,Bennett,,,adventure-works\tracy2,christine.bennett152@gmail.com,809.591.1434x92,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,iTKlLTij=,83038726-B947-4BB8-BC58-22A099AD5653,2025-11-30 00:00:00.000
6928,0,Ms.,Patricia,,Hawkins,,Jensen-Black,adventure-works\scott2,patricia.hawkins932@gmail.com,001-540-454-718,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,wplwMxIk=,2BD86859-257D-4B17-88AA-A5DE8278B6E6,2025-11-30 00:00:00.000
4822,0,Mr.,Samuel,,Jensen,,,adventure-works\diane2,samuel.jensen297@gmail.com,+1-267-579-1834,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,fiBwGzZQ=,3702CE56-63AE-49FD-BF53-3CCA6407C32D,2025-11-30 00:00:00.000
7720,0,,Keith,R.,Edwards,,,adventure-works\mariah9,keith.edwards721@gmail.com,(213)570-1013x1,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,cMPDPbIE=,ED52F9D2-307C-4AFB-ACD0-315E485BC527,2025-11-30 00:00:00.000
4122,0,Mr.,Gordon,D.,Ingram,,Garcia-Stephens,adventure-works\austin6,gordon.ingram116@gmail.com,(350)975-0996x1,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,sTpkQcnZ=,EFC4236B-9A39-4EDF-836E-F949F7CC7A2E,2025-11-30 00:00:00.000
6806,0,,Teresa,A.,Smith,,,adventure-works\lisa6,teresa.smith438@gmail.com,(804)253-5095,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,SyRlikjH=,7BC544B8-3499-4710-AE42-34074E347AA7,2025-11-30 00:00:00.000
5580,0,,Joana,F.,Heinrich,,,adventure-works\kristen8,joana.heinrich391@gmail.com,+1-228-212-0306,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,dGmWKTSG=,D05681F0-19C0-4DA4-BD3B-FD3E564D4042,2025-11-30 00:00:00.000
5718,0,Mr.,Adam,S.,Vazquez,,,adventure-works\dawn6,adam.vazquez105@gmail.com,664-913-5724x59,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MYkyxQBI=,9A905D45-2D5C-4C40-B235-CF7F5875529F,2025-11-30 00:00:00.000
3004,0,Mrs.,Sara,,Phillips,,,adventure-works\mitchell1,sara.phillips298@gmail.com,894-872-6822x54,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,jeLaCmQT=,FA742B57-7E38-46D6-B37D-B5CF23AA3553,2025-11-30 00:00:00.000
6016,0,,Toby,,Short,,"Edwards, Atkins and Turner",adventure-works\glenda1,toby.short118@gmail.com,814.214.9398,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,wYjXgMRT=,DC158F91-F2AD-419C-A327-BF4649B16299,2025-11-30 00:00:00.000
3632,0,Mr.,Robert,,Ross,,Simmons-Suarez,adventure-works\caleb6,robert.ross467@gmail.com,836.977.6051x83,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,xBHrpdpb=,1F7F9F19-0E29-41F3-91CB-17319A12385A,2025-11-30 00:00:00.000
6069,0,,Victoria,A.,Cummings,,,adventure-works\sharon2,victoria.cummings125@gmail.com,(496)784-8866x7,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,IOqYIGBN=,B0364EFC-3544-4E22-BEFE-F5A7A427A2D7,2025-11-30 00:00:00.000
2942,0,Ms.,Jacqueline,,Johns,,Mcpherson-Taylor,adventure-works\elizabeth0,jacqueline.johns461@gmail.com,946-725-5599x12,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,sWwsIhgq=,75AF5D06-F8D2-438E-B392-51718681FDE1,2025-11-30 00:00:00.000
