CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
10201,0,,Norman,C.,Brown,,,adventure-works\ruth7,norman12@gmail.com,+44(0)151 49604,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,AygfToAP=,8BB0FBAA-B2DE-4386-AD82-DE9B89FE8073,2025-11-30 00:00:00.000
10202,0,Ms.,Brittany,,Alvarado,,,adventure-works\patricia2,brittany29@gmail.com,366-287-6245,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JQElvzfj=,22CCDB27-8785-4165-94A3-282871F9B740,2025-11-30 00:00:00.000
10203,0,Mr.,Sandro,,Hoffmann,,,adventure-works\micheal6,sandro7@outlook.com,+49(0)1457 2790,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,dthPMnQY=,59C9D320-DB51-4156-979B-5CA94DCFE823,2025-11-30 00:00:00.000
10204,0,,Józef,M.,Drygas,,,adventure-works\joshua9,józef3@outlook.com,+48 577 298 545,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,cneuANGz=,E70D9FAE-0EF0-406D-98C6-D8FBCB25D12F,2025-11-30 00:00:00.000
10205,0,Ms.,Knut,,Jähn,,,adventure-works\alex7,knut89@outlook.com,0425807095,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,PYxZyEjm=,A5438D63-F6C8-4DE7-9040-0B383DB6BF54,2025-11-30 00:00:00.000
10206,0,,Ida,E.,Korda,,Ziarek-Żach Sp. z o.o.,adventure-works\francisco3,ida83@outlook.com,601 775 917,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,NLfxqemR=,685DF773-4159-4EAA-9201-37B4E55E8207,2025-11-30 00:00:00.000
10207,0,Ms.,Pavel,M.,Jacob,,,adventure-works\jonathan7,pavel14@outlook.com,05998 686338,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,SUKrvtjx=,EF08DBC7-9246-49EF-9588-A6F39E4C1875,2025-11-30 00:00:00.000
10208,0,Mr.,Leonard,J.,Reid,,,adventure-works\mitchell8,leonard93@outlook.com,(0808)1570417,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,LWSHgJar=,174F5462-5F2E-44E9-A094-1ABE68B5E7E2,2025-11-30 00:00:00.000
10209,0,,Ashley,,Richards,,,adventure-works\lisa0,ashley73@gmail.com,(236)983-9217,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,BSvokspd=,8648AFC4-400B-4A1D-B881-BB2714CF53CB,2025-11-30 00:00:00.000
10210,0,Mr.,Jaroslav,E.,Trommler,,,adventure-works\kathy3,jaroslav26@outlook.com,01743305746,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,fGGjgOfy=,F2449D2D-C8C9-4481-A3B0-4C4FD990CAB3,2025-11-30 00:00:00.000
10211,0,,Grzegorz,,Cibor,,,adventure-works\brooke1,grzegorz96@gmail.com,697 024 410,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,qPUgRiuu=,7109CEC3-6743-473D-961B-BE103620ECF3,2025-11-30 00:00:00.000
10212,0,,Mary,,Henderson,,,adventure-works\melissa6,mary61@gmail.com,+1-561-722-6017,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,LWqYUGKN=,FDEA6924-089E-4721-B39C-C933E22A3141,2025-11-30 00:00:00.000
10213,0,,Wendy,,Johnson,,,adventure-works\jason0,wendy40@outlook.com,(597)941-6997x7,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,NRPXXyCS=,F437D700-DB27-4C61-8F7C-966CA37A0475,2025-11-30 00:00:00.000
10214,0,Mr.,Olga,,Nitek,,,adventure-works\sandra0,olga96@outlook.com,+48 666 648 628,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,mLBaqBDO=,70B320A6-8D07-4044-962D-C63DC03AA3CF,2025-11-30 00:00:00.000
10215,0,Ms.,Erin,,Rodriguez,,,adventure-works\elizabeth5,erin63@gmail.com,+1-935-850-4520,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,gkJfwBUq=,DEB89708-5551-4A05-9093-770E176EEF15,2025-11-30 00:00:00.000
10216,0,Ms.,Natan,M.,Turczyk,,Kurc i syn s.c.,adventure-works\diana7,natan88@gmail.com,+48 507 877 410,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MpKDykqY=,92AE0A40-5C64-4F06-8E77-9B9A5408AB52,2025-11-30 00:00:00.000
10217,0,Mr.,Guido,,Peukert,,,adventure-works\james3,guido9@gmail.com,+49(0)8235 9720,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,JYfhHYSB=,451365CF-153A-4250-8D11-21FC18AFD72F,2025-11-30 00:00:00.000
10218,0,Mr.,Wojciech,,Walocha,,Grupa Durlak-Lepianka s.c.,adventure-works\angelica4,wojciech94@gmail.com,+48 666 516 189,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,tYsEszFC=,45E36BFD-A2FD-4DBA-9831-F0991FD386DE,2025-11-30 00:00:00.000
10219,0,,Tadeusz,,Smagacz,,,adventure-works\samantha8,tadeusz30@outlook.com,699 888 697,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,PhuIrANg=,8B3ABA6C-E75D-450B-8B48-AA3F5BF626AA,2025-11-30 00:00:00.000
10220,0,Ms.,Tadeusz,O.,Basista,,Gabinety Bzdęga Sp.k.,adventure-works\lauren7,tadeusz90@outlook.com,+48 507 050 384,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,kHVtvazv=,8201A711-42B9-4FE7-AB1D-53E6C055FF7A,2025-11-30 00:00:00.000
10221,0,Ms.,Hedda,,Stiffel,,Henck AG & Co. KGaA,adventure-works\david6,hedda62@outlook.com,05585 359783,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,PzvhCsPk=,15FAA2F4-57F9-4AB1-9333-45A3C46CACBB,2025-11-30 00:00:00.000
10222,0,Ms.,Lawrence,J.,Andrews,,,adventure-works\richard3,lawrence73@outlook.com,(0808)1570540,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,lMvIznyl=,F8467601-DAD5-4C94-B871-8AD93E84B486,2025-11-30 00:00:00.000
10223,0,,Tanja,,Ruppersberger,,,adventure-works\joshua3,tanja44@outlook.com,(05628) 42609,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,isxMagqv=,0EA7D6FC-522B-455D-8F2B-57762FFB9C36,2025-11-30 00:00:00.000
