CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
10001,0,,Leila,,Textor,,Heidrich,adventure-works\jessica7,leila81@gmail.com,(05788) 107091,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,cWMbFAyt=,95AA21CC-3057-4550-866B-157658BC801D,2025-11-30 00:00:00.000
10002,0,Ms.,Sigmund,P.,Weihmann,,Bärer GmbH,adventure-works\brandon3,sigmund85@gmail.com,(03367) 591607,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,VmhznmBu=,CB647ECC-2C9F-4E09-9FF6-94DABE7D496E,2025-11-30 00:00:00.000
10003,0,,Jacob,L.,Melton,,Wright-Vargas,adventure-works\derrick7,jacob74@outlook.com,379.927.3578,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,aGVZahyp=,DA86D678-1DBE-4123-BEC4-030879397E63,2025-11-30 00:00:00.000
10004,0,Ms.,Lindsey,,Owen,,,adventure-works\kenneth1,lindsey62@gmail.com,01632 960 727,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,SHUPSjCT=,16039B7C-9144-4FC8-996D-A34A7F10D151,2025-11-30 00:00:00.000
10005,0,Mr.,Eleanor,C.,Wright,,,adventure-works\brian8,eleanor74@gmail.com,+44(0)121 49601,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,FWDgkRzn=,18274212-78A9-4DD1-A792-56E978EC7F1B,2025-11-30 00:00:00.000
10006,0,,William,,Moreno,,,adventure-works\aaron4,william67@outlook.com,971.671.3582,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,bTBSxgys=,CC91E748-12C0-496D-9B52-6E211A568864,2025-11-30 00:00:00.000
10007,0,Mr.,Virginia,C.,Cooke,,,adventure-works\derrick8,virginia21@gmail.com,(331)249-3191x3,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,XVPhbwpY=,D108D446-C448-4A46-B1BA-7339E8FC03DB,2025-11-30 00:00:00.000
10008,0,Ms.,Joseph,,Campbell,,,adventure-works\jim5,joseph57@gmail.com,+1-396-377-4127,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,YhqXVGGi=,E8BB36A3-7E82-4EE2-9279-3EF34848F086,2025-11-30 00:00:00.000
10009,0,Mr.,Alice,,Dawson,,,adventure-works\nicole5,alice17@outlook.com,+44(0)141496085,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,Iiamjmja=,29CF8DC3-5192-4054-B312-7F0B67D0105A,2025-11-30 00:00:00.000
10010,0,Mr.,Kristian,,Döring,,,adventure-works\sonya7,kristian7@outlook.com,+49(0)6409 3106,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,QKFLmlzz=,0A4E6C04-FB00-4716-95EF-DB625E88B92A,2025-11-30 00:00:00.000
10011,0,Ms.,Olga,,Rychcik,,,adventure-works\stephanie9,olga89@gmail.com,+48 515 630 466,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,UjKjSSxP=,FD2F8244-D8FC-408D-89F3-DEF7D1C3C151,2025-11-30 00:00:00.000
10012,0,Mr.,Heather,,Lopez,,,adventure-works\victor1,heather86@outlook.com,938-836-8634,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,RmDbDsUn=,822886E8-9727-4F94-83FD-D9812E8202E1,2025-11-30 00:00:00.000
10013,0,Ms.,Rodney,,Douglas,,Anderson PLC,adventure-works\ashley4,rodney66@outlook.com,001-774-913-403,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,MGaTlHle=,602670DA-33F3-491A-A553-06853E86DDE4,2025-11-30 00:00:00.000
10014,0,Ms.,Timothy,P.,Alexander,,"Mays, Morris and Orr",adventure-works\jeff9,timothy77@gmail.com,001-481-624-296,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,IfBPLSbY=,A2F6A02C-20EF-47D8-881D-192C51D40F93,2025-11-30 00:00:00.000
10015,0,Mr.,Melania,,Ziniewicz,,,adventure-works\kristen8,melania82@gmail.com,+48 888 609 216,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,ppocnTdE=,2EF6A41E-67D2-4172-911B-50E05C694E68,2025-11-30 00:00:00.000
10016,0,Ms.,Karen,R.,Smith,,,adventure-works\matthew9,karen87@gmail.com,+44(0)121496011,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,iYCormTo=,2230DB03-48AB-4948-A5C8-B7D4449C1484,2025-11-30 00:00:00.000
10017,0,Mr.,Lawrence,T.,Randall,,,adventure-works\shelby0,lawrence17@gmail.com,+44289018737,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,wGYveIxl=,A0E3B49A-A1CB-4937-9000-4D8CD6E478E0,2025-11-30 00:00:00.000
10018,0,,Travis,,Gonzalez,,,adventure-works\nicole7,travis89@gmail.com,751-405-4992x12,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,TfRUBImq=,85CF4315-2E08-4441-A377-A1602553521B,2025-11-30 00:00:00.000
10019,0,Ms.,Mateusz,A.,Jarczyk,,,adventure-works\ashley6,mateusz4@gmail.com,735 534 485,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,klFbFcfV=,27FB98E7-C5DB-463C-9C9E-A239F0A49B5F,2025-11-30 00:00:00.000
10020,0,,Paige,J.,Dobson,,,adventure-works\jose4,paige9@outlook.com,(0808) 157 0538,L/Rlwxzp4w7RWmEgXX+/A7cXaePEPcp+KwQhl2fJL7w=,AwSbYKus=,39188749-B62F-4BBC-BD22-98091777EE0E,2025-11-30 00:00:00.000
